n_sessions,help_seeking,sleep_hrs,self_sufficiency,age,gender,resilience_change
9,No,5,27,40,m,2
3,Yes,8,23,46,f,20
4,No,9,25,30,f,14
9,Yes,4,26,49,m,2
6,No,7,29,55,m,10
2,Yes,4,27,47,f,21
7,No,7,23,41,m,6
2,No,8,20,18,m,22
2,Yes,9,24,32,m,21
1,Yes,8,20,25,f,29
3,Yes,8,23,41,f,18
6,Yes,7,26,46,f,9
8,No,6,26,50,f,5
9,No,9,20,35,m,5
7,No,4,28,39,f,11
4,No,6,21,54,f,17
6,No,6,24,26,m,12
5,Yes,5,25,46,m,14
8,Yes,4,20,54,m,12
1,No,7,21,35,m,26
1,Yes,5,26,51,f,24
6,No,5,25,46,m,12
2,No,8,25,32,m,22
5,Yes,7,25,50,m,16
1,No,6,26,24,m,29
7,Yes,9,29,36,m,7
1,No,6,28,32,m,23
4,Yes,6,28,54,m,16
9,No,8,21,47,m,2
1,No,6,21,47,f,24
4,Yes,4,24,33,m,17
6,No,6,29,18,f,9
6,No,6,26,48,f,9
8,Yes,4,22,37,f,10
1,Yes,8,22,38,m,26
7,Yes,5,23,45,m,12
1,No,7,22,31,m,30
7,Yes,8,22,20,m,9
3,Yes,6,27,21,f,20
8,Yes,5,26,28,m,9
3,No,7,26,44,f,19
1,Yes,7,29,44,f,25
8,No,7,21,49,f,4
3,No,4,28,35,f,20
2,Yes,4,25,47,f,23
1,No,5,22,35,m,27
3,No,6,28,18,m,20
2,No,5,28,19,m,22
2,No,6,25,34,m,21
6,No,8,29,52,m,12
1,Yes,7,25,39,m,27
2,Yes,7,27,33,f,21
6,Yes,4,27,48,m,11
3,No,8,25,19,f,18
4,Yes,9,26,30,m,17
1,No,8,23,32,f,23
8,No,6,20,22,f,8
7,No,8,23,24,f,9
7,No,4,27,33,m,8
3,Yes,6,27,46,m,18
3,No,5,21,19,f,17
2,Yes,6,26,40,m,20
1,Yes,5,20,35,f,24
7,No,9,21,48,f,9
7,Yes,6,27,43,f,5
2,Yes,7,29,30,m,21
7,Yes,9,23,30,f,12
8,No,5,22,52,f,6
1,No,4,21,49,m,27
9,No,9,25,50,m,4
7,Yes,9,23,20,m,7
3,Yes,9,22,31,f,18
8,No,5,22,18,f,5
7,No,5,29,35,f,8
8,Yes,6,22,42,m,6
6,No,7,27,40,f,14
9,No,9,28,24,m,6
5,Yes,6,28,23,f,11
3,Yes,6,24,37,m,20
3,No,7,20,39,m,21
1,No,6,29,51,m,25
8,No,7,24,45,m,6
2,No,4,20,45,f,30
3,Yes,7,28,18,f,17
8,No,8,29,38,m,2
8,No,7,27,51,f,6
4,Yes,7,26,31,f,17
4,Yes,8,21,34,m,18
5,Yes,7,21,46,m,10
6,Yes,5,23,45,m,10
5,Yes,6,28,21,f,15
7,Yes,6,28,19,f,7
2,Yes,4,27,32,f,25
7,No,4,24,30,f,12
7,No,8,26,18,m,8
1,Yes,5,28,44,f,27
7,No,4,22,33,f,13
5,No,6,23,51,f,12
3,Yes,4,21,32,f,21
3,Yes,4,28,29,f,17
4,Yes,7,26,41,f,17
2,Yes,4,25,55,f,27
2,Yes,8,24,55,m,20
1,No,6,26,29,m,26
5,No,8,22,22,m,15
4,Yes,8,24,34,m,14
2,Yes,9,21,26,m,25
3,No,5,24,36,f,19
7,No,9,26,29,m,6
7,No,9,29,37,m,6
4,Yes,7,26,31,m,19
5,Yes,8,28,55,f,11
5,No,5,22,30,m,14
6,Yes,6,27,35,f,10
9,No,6,24,54,m,4
2,Yes,5,26,22,m,26
5,Yes,8,20,25,m,17
3,No,8,20,21,m,22
4,No,7,23,41,f,21
6,Yes,7,24,37,f,14
8,No,9,29,31,m,5
1,Yes,6,22,23,m,28
8,No,7,25,22,m,6
7,No,5,22,55,m,10
1,Yes,6,24,38,m,29
2,Yes,8,20,24,f,21
3,Yes,6,22,52,f,19
1,No,4,26,19,m,31
9,No,6,22,49,m,1
8,Yes,7,24,42,f,4
2,No,5,26,52,m,23
9,Yes,8,21,50,f,0
7,Yes,8,22,43,m,8
9,Yes,7,23,32,f,5
6,Yes,7,24,19,f,14
6,Yes,7,28,29,m,11
4,No,4,28,40,f,18
2,No,5,23,18,f,27
7,Yes,4,28,45,f,10
5,No,7,23,52,f,11
6,Yes,5,21,49,f,11
2,No,7,29,49,f,25
5,No,5,20,29,m,16
4,Yes,8,26,40,f,14
9,No,4,23,27,m,2
6,Yes,9,27,46,m,8
2,No,7,27,50,m,20
1,Yes,7,27,25,f,23
5,Yes,6,25,38,m,14
9,Yes,9,28,30,m,-1
6,Yes,8,23,42,m,11
7,Yes,7,24,54,m,7
5,Yes,4,23,37,f,14
6,No,8,24,48,m,11
5,Yes,7,21,45,f,14
9,No,4,24,34,m,6
6,Yes,6,29,29,f,11
8,No,6,27,52,m,6
2,Yes,4,28,41,f,24
9,Yes,8,26,37,m,-1
5,No,4,26,20,m,15
7,Yes,9,25,24,m,6
1,Yes,4,21,22,f,26
5,Yes,6,29,28,m,13
2,Yes,6,29,30,f,24
6,No,6,28,29,m,9
1,Yes,9,24,29,f,20
3,No,7,25,52,f,18
5,Yes,9,20,28,m,15
4,Yes,7,24,25,f,15
3,Yes,9,25,32,f,20
5,Yes,5,29,28,m,14
8,No,7,21,47,m,12
4,Yes,8,26,43,f,13
1,Yes,8,23,27,m,24
7,Yes,6,24,42,f,8
8,No,9,22,55,m,4
3,No,4,24,44,m,21
6,No,6,23,21,f,10
2,No,4,29,31,m,20
7,Yes,9,25,28,m,7
8,Yes,6,21,51,f,10
6,No,6,22,42,f,14
6,Yes,8,29,42,f,8
5,Yes,4,20,30,f,18
8,No,5,26,49,m,7
1,Yes,5,28,35,m,20
4,No,6,21,51,f,16
4,No,9,26,29,f,20
3,No,6,22,35,m,16
3,No,8,24,29,f,16
4,No,4,25,44,f,17
1,No,6,27,35,m,25
2,Yes,9,23,40,f,24
9,Yes,5,21,40,f,5
2,Yes,4,22,37,m,29
5,No,6,27,55,f,12
9,No,4,26,37,m,4
9,No,8,25,47,f,4
8,Yes,5,24,22,m,4
1,Yes,9,24,47,f,23
1,No,4,20,24,f,24
9,No,5,25,54,f,5
8,No,6,28,39,m,3
9,No,9,27,26,m,0
7,No,9,29,33,f,8
3,Yes,7,20,19,f,19
3,No,4,25,46,m,21
2,No,5,22,31,m,23
5,No,4,25,33,f,18
3,No,6,28,36,f,24
6,Yes,6,25,24,f,12
2,No,9,27,35,f,20
3,No,9,25,27,f,18
5,No,5,25,34,m,16
1,Yes,8,26,29,m,24
1,No,4,29,46,m,27
9,Yes,4,23,51,f,4
7,No,6,27,47,f,6
1,No,4,23,21,m,31
8,No,5,26,21,f,3
3,No,7,20,39,f,21
8,No,9,28,18,f,0
5,No,6,29,21,f,10
1,No,9,28,47,f,29
7,No,9,26,37,m,7
5,No,9,27,20,f,15
6,Yes,7,21,52,m,12
6,Yes,4,29,34,m,11
8,Yes,8,29,31,m,0
9,Yes,9,26,25,f,4
2,No,5,20,22,m,20
9,No,9,22,28,m,3
9,Yes,9,25,31,m,4
7,Yes,4,24,40,m,7
1,Yes,5,24,27,m,26
7,Yes,4,28,34,f,5
5,No,9,25,43,f,15
6,Yes,4,22,45,m,13
7,No,4,21,25,f,8
5,No,6,28,39,m,16
7,No,7,29,49,m,6
9,Yes,8,23,48,m,1
3,Yes,7,24,35,m,22
8,No,7,28,53,m,2
2,Yes,5,24,23,f,24
7,Yes,6,26,39,f,6
2,No,6,21,41,m,26
4,No,4,21,21,f,22
7,Yes,7,23,31,f,9
3,No,8,27,34,f,19
2,Yes,5,21,53,m,24
7,Yes,6,29,20,m,6
1,No,4,26,31,m,23
8,No,8,20,34,m,7
3,Yes,7,28,23,m,15
2,No,8,29,48,m,20
3,Yes,6,25,42,f,19
5,No,5,20,52,f,16
8,Yes,7,29,21,f,4
7,No,5,25,33,m,8
7,Yes,9,24,55,m,4
7,Yes,8,24,55,f,10
8,No,8,24,48,f,4
1,Yes,4,23,45,f,26
4,Yes,7,26,30,f,15
6,Yes,8,28,22,m,10
9,Yes,6,23,42,m,1
2,Yes,9,21,54,f,20
1,No,6,21,48,m,27
2,Yes,5,21,33,m,22
7,Yes,9,26,49,f,8
3,Yes,9,23,31,f,19
2,No,6,23,55,m,23
7,No,8,20,36,f,10
2,Yes,6,23,54,m,23
3,Yes,7,25,40,m,21
7,No,5,21,41,f,9
4,No,9,23,20,f,13
1,Yes,7,26,36,m,24
5,No,8,28,24,f,13
9,Yes,8,21,26,f,0
8,Yes,6,27,43,f,6
9,Yes,4,25,47,f,2
9,No,9,27,41,m,0
7,Yes,9,21,41,m,11
4,Yes,4,20,18,m,18
5,No,8,26,41,m,9
1,Yes,8,28,28,f,25
1,Yes,9,28,40,m,20
3,Yes,5,21,53,m,19
8,No,9,23,27,m,6
2,No,8,20,41,m,23
4,Yes,8,26,48,f,18
2,No,5,21,23,m,23
5,Yes,7,23,37,m,15
9,Yes,7,21,22,m,2
1,No,5,20,50,f,24
5,No,5,26,44,m,16
9,Yes,7,25,46,f,2
1,No,7,21,32,f,29
9,No,7,23,24,m,3
8,No,7,22,45,m,8
4,Yes,9,22,27,f,16
5,Yes,9,22,19,f,14
5,No,6,23,28,f,16
6,Yes,5,20,42,f,12
7,Yes,4,20,28,m,15
8,No,6,26,48,f,8
8,Yes,4,24,30,f,2
2,No,4,22,27,m,25
9,Yes,8,28,42,f,2
7,Yes,5,24,21,m,8
4,No,9,29,47,m,13
4,Yes,6,22,37,f,14
8,No,5,28,54,f,6
4,Yes,7,20,54,m,18
6,Yes,5,28,49,m,11
5,Yes,4,24,46,f,15
3,No,9,25,34,m,19
2,Yes,7,21,41,m,21
9,Yes,5,27,22,f,2
9,No,5,22,52,m,4
1,No,9,20,51,m,20
3,Yes,4,26,28,f,16
8,No,7,22,34,m,5
6,No,4,23,40,f,10
5,No,9,24,26,f,15
5,No,5,20,20,m,15
6,Yes,6,28,30,f,9
7,No,6,26,26,f,6
1,Yes,8,21,22,m,27
9,Yes,6,20,51,m,5
3,Yes,9,21,40,f,19
4,No,9,22,25,m,14
1,No,9,22,34,f,25
3,Yes,7,27,33,f,17
2,Yes,8,24,50,m,22
2,No,7,28,36,m,21
1,No,6,22,21,f,28
8,Yes,6,25,46,f,7
3,No,5,23,42,f,21
3,No,7,27,32,m,21
6,Yes,4,20,47,m,16
8,No,5,23,18,f,8
9,No,7,26,41,m,5
9,Yes,9,28,27,f,1
4,No,8,20,18,m,17
5,Yes,7,27,22,f,14
2,No,8,21,25,f,23
9,Yes,8,23,38,m,3
8,No,6,23,44,m,3
3,Yes,4,27,38,f,20
9,No,7,21,53,m,-1
3,No,4,26,18,m,22
9,No,8,22,49,f,4
2,Yes,6,28,39,m,19
9,No,4,24,18,m,10
8,Yes,5,27,37,m,4
9,No,8,24,36,m,2
5,No,5,20,35,m,16
2,No,9,28,18,m,22
8,No,4,29,29,f,5
6,No,4,26,30,f,17
8,No,4,23,23,m,9
5,Yes,9,26,47,m,8
2,Yes,7,24,46,m,22
6,No,8,29,47,f,12
5,No,8,28,22,f,13
5,No,8,21,44,f,13
1,No,7,23,47,f,25
2,No,4,25,47,m,25
8,Yes,4,24,27,f,8
3,No,9,20,46,m,22
3,No,5,28,20,m,24
8,Yes,7,28,27,m,6
8,Yes,6,22,34,f,3
2,Yes,7,23,30,m,24
8,No,9,23,31,f,5
1,No,5,29,21,f,29
6,No,5,27,19,m,12
8,No,5,25,40,m,7
3,No,4,21,37,f,23
8,Yes,6,23,22,m,7
1,No,5,20,38,f,28
9,No,8,22,26,m,4
9,No,4,23,33,f,5
5,Yes,6,27,50,m,18
4,No,8,22,50,m,21
6,No,6,24,23,f,13
7,No,9,20,31,f,6
5,No,6,23,55,m,18
9,Yes,8,21,46,f,1
3,Yes,7,23,38,m,17
7,Yes,6,24,28,m,9
5,No,7,22,26,m,16
7,Yes,6,25,50,m,8
2,Yes,9,21,38,f,21
4,No,8,24,48,m,18
2,No,6,23,40,m,23
7,Yes,5,24,42,f,11
2,Yes,9,28,50,f,18
1,Yes,5,25,49,f,27
9,Yes,9,26,52,m,0
1,No,9,27,23,f,21
8,No,6,28,45,f,6
2,Yes,8,24,50,m,24
8,Yes,8,27,26,f,5
3,Yes,4,21,36,f,21
6,No,8,29,25,f,10
3,No,7,28,37,m,20
7,No,6,21,46,m,9
9,Yes,5,24,24,m,3
2,No,8,25,36,m,23
5,Yes,5,23,40,f,15
6,Yes,4,27,33,m,14
4,No,6,29,32,f,17
4,Yes,8,22,21,f,21
4,No,5,24,55,m,20
2,No,9,21,35,m,21
4,Yes,8,22,53,m,15
1,Yes,4,27,54,m,24
6,No,9,24,26,f,9
1,No,5,22,20,f,28
6,No,5,24,20,f,15
1,No,6,28,24,f,26
6,No,6,22,53,m,19
8,No,5,29,41,f,4
2,No,9,26,19,f,21
2,Yes,6,27,24,m,20
4,No,5,24,25,f,19
3,Yes,9,22,42,f,22
4,Yes,7,25,41,m,16
7,No,8,22,55,f,9
1,No,7,28,20,m,25
6,No,7,21,25,m,11
3,No,8,22,22,m,21
7,No,5,26,38,f,9
2,Yes,5,29,22,m,21
2,Yes,6,27,26,m,19
4,No,4,24,26,f,17
1,No,5,24,32,m,29
3,No,8,24,38,m,20
9,No,4,23,44,f,6
7,Yes,8,28,41,f,4
7,Yes,8,25,26,f,8
4,Yes,8,27,33,f,16
2,No,4,27,35,m,24
4,No,7,24,37,f,17
6,No,9,28,47,m,13
3,Yes,8,21,37,f,20
1,Yes,6,27,29,f,23
8,Yes,5,22,38,m,8
5,No,9,26,34,f,9
5,Yes,5,28,34,m,15
4,No,5,24,35,m,20
6,Yes,4,27,20,m,10
3,No,6,23,55,m,21
9,No,6,20,21,f,5
5,No,9,20,49,f,16
3,No,6,25,29,f,22
1,Yes,6,27,18,m,21
6,Yes,6,29,44,f,10
2,Yes,9,21,51,m,21
3,No,7,23,52,f,22
1,Yes,6,22,19,m,26
9,No,6,28,41,m,3
8,Yes,4,22,37,m,10
2,Yes,4,27,54,f,25
8,No,6,26,35,f,7
9,No,7,20,21,f,0
1,No,6,27,48,f,22
5,Yes,6,28,50,f,17
8,No,6,27,34,f,8
2,Yes,8,29,18,m,21
4,Yes,7,29,46,f,15
7,Yes,5,20,44,m,10
3,No,6,26,26,f,17
5,Yes,5,28,31,f,15
8,No,7,24,47,f,2
3,No,6,21,19,m,19
4,Yes,5,27,25,m,18
9,Yes,9,28,51,f,2
7,Yes,5,26,51,f,10
1,Yes,7,24,32,f,21
4,No,6,27,24,m,16
4,No,8,25,40,m,16
9,No,7,23,37,f,8
6,No,8,20,52,m,13
9,No,6,25,33,f,4
6,No,5,27,39,f,12
6,No,9,22,24,m,12
5,No,9,26,55,f,14
5,No,7,26,36,m,14
2,Yes,7,28,20,m,19
8,Yes,7,20,55,m,8
8,No,4,24,41,m,10
1,No,9,27,52,m,25
8,Yes,9,22,37,f,7
5,Yes,6,24,36,m,15
2,Yes,4,20,31,f,21
2,No,7,28,21,f,23
6,Yes,7,23,21,m,14
9,Yes,8,24,49,m,3
1,Yes,4,22,49,f,24
6,Yes,5,21,51,f,13
9,Yes,9,26,50,m,3
8,No,6,24,27,m,10
6,Yes,5,29,53,f,12
3,No,5,22,20,m,25
8,Yes,6,21,50,f,6
9,Yes,7,29,40,f,2
1,Yes,9,25,47,f,29
9,Yes,8,29,36,f,-2
6,Yes,7,25,48,f,7
6,No,7,22,21,m,11
4,No,4,28,31,m,14
1,No,5,20,21,f,27
8,No,5,22,23,m,11
2,No,9,20,50,m,23
1,No,5,26,43,f,28
2,No,8,21,31,m,26
1,Yes,8,23,29,f,25
1,No,8,23,49,m,27
9,Yes,6,27,26,f,2
1,Yes,9,23,26,f,23
4,No,8,22,47,m,13
6,Yes,4,29,42,f,12
7,Yes,4,22,45,f,12
2,No,7,24,34,m,24
6,Yes,7,25,36,m,12
7,No,9,26,30,f,3
2,Yes,7,24,22,f,22
2,No,7,26,45,f,21
7,Yes,4,23,18,m,7
1,No,7,24,41,f,23
8,Yes,4,25,18,m,6
3,No,8,28,26,f,20
6,Yes,8,25,49,f,12
9,Yes,9,29,30,m,3
6,No,6,20,55,m,11
9,Yes,7,26,47,m,-4
7,No,8,22,52,f,6
9,Yes,8,25,32,f,1
2,Yes,9,21,28,m,24
8,No,5,26,44,f,8
8,Yes,5,20,51,m,6
2,No,9,21,45,m,23
4,Yes,4,28,30,f,18
7,Yes,6,28,37,f,7
4,Yes,9,26,46,f,15
4,Yes,5,21,42,m,14
6,No,6,24,28,m,7
6,No,8,23,30,f,12
3,Yes,9,21,48,f,17
9,Yes,4,21,43,f,8
2,No,6,29,35,f,20
6,Yes,5,27,39,m,10
7,No,8,24,44,m,10
9,Yes,9,27,48,m,-1
3,Yes,7,21,31,f,22
3,No,8,21,53,f,20
7,Yes,5,22,32,f,10
4,No,9,29,48,f,19
8,No,5,27,20,f,6
7,No,7,27,55,f,10
5,No,8,22,39,m,15
7,No,6,20,19,m,10
3,No,6,26,29,m,23
2,Yes,8,23,33,m,23
6,No,6,22,25,m,13
2,No,9,24,48,f,22
3,Yes,8,25,35,m,20
6,No,8,20,44,f,15
5,Yes,5,28,46,m,16
8,No,4,25,49,m,11
9,No,5,22,22,f,7
3,No,6,20,40,m,18
3,Yes,4,28,46,f,23
3,Yes,8,21,37,f,18
6,No,6,29,43,f,14
1,No,7,25,55,m,24
7,Yes,6,25,38,m,3
1,Yes,4,22,39,m,26
5,Yes,4,25,29,m,16
8,No,8,21,28,f,6
4,Yes,9,27,33,m,13
5,Yes,7,20,36,f,14
4,Yes,8,25,32,m,16
4,Yes,7,20,39,f,19
8,Yes,7,28,38,m,4
2,Yes,8,28,44,f,25
1,Yes,6,25,52,m,27
3,No,5,25,36,f,17
9,Yes,7,28,40,f,0
4,No,4,24,27,f,19
5,No,8,28,28,f,15
2,Yes,9,24,46,m,17
4,No,6,23,30,f,19
2,No,7,21,19,f,26
2,Yes,9,21,55,m,22
4,No,6,20,43,m,20
6,Yes,8,29,48,m,13
7,Yes,9,22,40,m,11
3,Yes,4,20,22,f,22
3,Yes,7,25,48,f,21
6,Yes,7,26,44,m,14
3,Yes,9,28,44,f,21
2,Yes,6,26,55,f,22
8,No,8,23,51,m,6
5,Yes,5,23,28,m,13
1,No,7,27,23,m,27
3,Yes,4,23,40,m,22
8,Yes,7,20,53,m,8
4,Yes,7,28,30,f,15
7,No,5,22,31,m,10
2,No,5,20,54,f,24
7,No,8,28,21,f,5
5,No,7,29,55,f,13
5,No,7,29,23,m,12
6,No,6,24,55,f,15
9,Yes,6,28,52,m,5
6,Yes,9,22,31,f,7
8,No,9,25,40,f,4
7,No,4,26,27,f,9
9,No,4,24,44,f,3
4,No,6,27,55,f,19
2,No,9,29,41,m,23
7,Yes,4,25,45,m,8
6,Yes,7,25,24,f,12
1,Yes,9,26,26,m,25
9,Yes,5,27,25,m,6
9,Yes,9,21,54,f,0
2,Yes,7,26,54,f,23
3,Yes,6,28,45,f,17
5,Yes,8,20,32,m,13
5,No,8,20,50,m,12
1,No,6,26,34,f,29
8,Yes,7,24,31,f,11
8,Yes,4,20,54,m,4
4,Yes,9,20,33,f,15
7,No,9,21,27,f,10
3,No,4,29,39,m,22
6,Yes,8,28,34,f,10
9,No,6,22,50,f,5
1,Yes,6,28,37,m,27
5,Yes,5,25,43,f,17
4,Yes,8,29,51,f,16
8,Yes,6,25,34,m,4
1,Yes,5,26,22,m,26
9,No,4,29,44,f,5
6,Yes,8,27,46,f,11
4,Yes,8,22,47,f,12
9,Yes,6,27,48,f,3
5,Yes,6,25,18,f,13
5,No,7,25,37,m,10
5,Yes,4,22,36,f,14
1,Yes,4,25,34,m,25
1,No,9,27,35,f,21
8,Yes,5,26,54,f,3
8,Yes,5,29,27,m,5
6,Yes,7,29,40,f,12
4,Yes,9,26,23,m,15
2,No,4,22,42,m,23
2,Yes,5,29,27,m,23
9,Yes,4,22,44,f,5
5,No,4,24,23,f,13
4,Yes,9,24,40,m,14
1,Yes,5,28,43,f,24
7,No,6,28,36,f,11
3,Yes,6,29,48,f,19
6,No,9,24,24,m,9
5,Yes,5,24,21,f,13
5,No,7,25,25,f,10
5,Yes,8,27,24,m,11
1,Yes,9,25,41,m,25
1,No,4,25,44,m,23
3,Yes,9,28,49,m,18
4,No,8,20,45,m,15
5,No,9,23,23,f,15
2,No,5,29,44,f,24
8,No,4,29,41,f,9
2,Yes,8,21,54,m,25
9,No,6,28,40,m,3
2,Yes,7,22,26,f,20
9,Yes,9,29,25,f,0
7,No,9,21,19,f,12
8,No,8,27,47,f,3
2,Yes,7,23,43,f,22
7,No,9,21,29,m,5
6,Yes,6,23,41,m,13
4,No,8,26,27,f,19
7,Yes,5,26,29,f,5
4,Yes,4,20,19,m,17
2,No,6,20,48,f,28
7,Yes,7,22,42,m,7
8,Yes,7,21,41,m,10
2,No,6,22,39,m,22
5,No,5,23,24,m,18
1,No,9,26,36,f,27
7,No,5,21,43,f,8
8,No,9,26,51,f,4
6,Yes,9,24,39,f,8
5,Yes,7,27,21,m,15
6,No,9,27,23,f,10
2,Yes,6,24,37,m,20
1,Yes,9,29,40,f,22
7,Yes,6,27,25,f,3
7,Yes,4,28,50,m,10
2,Yes,7,26,28,f,19
2,No,5,25,50,m,21
1,No,8,26,45,m,25
8,Yes,5,26,19,f,3
8,Yes,5,22,44,f,8
1,No,8,25,28,f,24
8,No,7,25,37,m,8
9,No,9,28,21,m,4
4,No,4,20,25,m,19
1,Yes,5,26,40,m,26
1,No,9,20,43,m,28
3,No,5,29,31,f,18
5,Yes,7,23,51,f,11
5,No,7,26,41,m,15
9,No,6,25,30,f,2
2,No,7,25,54,f,24
2,No,7,24,53,f,24
6,No,5,26,42,f,12
9,Yes,4,28,44,f,1
1,Yes,5,25,20,m,27
9,Yes,9,29,46,f,4
9,Yes,7,26,35,m,0
9,Yes,6,28,34,f,2
5,No,4,26,20,f,20
9,No,6,25,21,m,0
4,No,8,22,36,f,14
2,No,6,20,45,f,26
6,No,6,29,40,f,13
4,No,9,28,51,f,13
6,No,7,26,43,f,9
3,No,9,22,28,f,19
6,No,7,29,26,m,11
2,No,9,28,35,f,23
2,No,7,22,37,m,22
9,No,7,22,40,m,5
7,No,7,26,41,m,10
3,Yes,6,21,38,m,19
1,No,8,29,41,f,23
8,Yes,7,26,51,f,2
6,No,8,26,25,m,15
7,No,8,20,19,m,10
9,No,5,29,42,f,4
5,Yes,5,21,44,f,15
1,Yes,4,24,34,f,29
7,No,9,23,35,m,7
5,No,5,22,35,m,12
3,No,7,29,31,m,22
9,No,8,27,51,f,2
1,Yes,9,26,27,m,21
1,Yes,4,28,26,m,26
1,No,5,22,38,f,29
3,Yes,6,29,42,f,18
6,Yes,9,20,43,f,9
3,No,4,28,24,f,23
8,No,7,28,27,f,3
2,No,9,20,41,f,23
9,Yes,8,27,54,m,3
3,No,7,29,55,m,22
5,Yes,7,20,30,f,16
8,No,9,25,32,f,5
2,No,6,28,28,f,25
6,Yes,6,22,38,f,11
5,Yes,9,25,48,m,12
9,Yes,9,22,27,m,0
5,Yes,9,24,50,f,11
2,Yes,8,26,33,f,23
5,Yes,5,29,22,m,14
4,No,7,23,49,f,19
7,Yes,9,23,43,f,11
6,Yes,5,26,22,m,11
2,No,8,24,28,m,22
5,Yes,7,20,55,f,16
7,Yes,5,29,19,f,6
7,No,7,21,54,m,10
5,No,6,25,29,f,12
9,No,9,28,35,m,2
4,Yes,6,26,41,m,20
3,No,4,23,30,m,19
4,Yes,8,21,20,m,16
5,No,9,23,54,f,15
6,Yes,5,24,45,m,13
3,No,7,21,24,m,22
2,No,4,20,47,f,23
4,No,8,23,18,m,21
5,Yes,8,25,32,f,13
4,Yes,8,20,20,f,20
3,No,5,20,32,m,25
8,No,9,28,30,f,3
4,No,6,24,55,m,20
2,No,4,21,29,m,23
2,Yes,5,21,43,m,22
1,No,7,23,41,f,26
4,No,5,21,35,m,18
9,Yes,7,23,41,m,-1
7,Yes,7,25,22,m,10
7,No,8,26,21,m,6
7,No,5,25,27,f,11
8,Yes,6,23,42,m,6
1,Yes,7,29,18,m,25
8,No,8,22,46,f,7
4,Yes,6,23,48,f,18
4,Yes,5,24,28,f,19
4,No,6,23,33,m,19
6,No,5,22,38,m,11
7,Yes,7,20,48,m,12
6,No,4,22,28,f,12
1,No,4,24,21,m,30
8,No,9,25,45,m,7
7,No,9,23,27,m,11
6,No,7,20,22,m,10
6,Yes,6,29,18,f,11
5,Yes,5,26,26,f,16
6,No,4,28,55,m,12
9,No,5,25,52,m,5
9,No,7,25,20,f,1
8,Yes,6,28,53,f,7
9,Yes,5,23,41,m,4
8,Yes,6,24,30,f,4
8,Yes,4,24,28,m,9
1,No,5,24,35,m,28
5,No,8,27,20,m,16
4,Yes,4,20,53,m,20
2,Yes,6,29,44,m,25
8,No,7,29,18,m,7
3,No,8,22,22,f,23
4,No,9,27,47,f,17
7,No,5,28,35,m,7
9,No,9,21,47,f,2
2,Yes,4,23,21,f,21
3,No,5,27,18,f,21
4,Yes,5,24,29,m,20
1,Yes,8,20,48,f,26
7,No,8,25,46,m,10
2,Yes,8,28,39,m,20
5,Yes,8,28,22,m,16
1,No,7,20,51,f,27
3,Yes,6,23,49,m,17
2,No,8,20,31,f,25
1,No,4,26,29,f,28
7,Yes,5,22,45,f,13
5,No,9,21,29,m,12
1,No,8,27,22,f,24
6,Yes,4,28,26,m,13
5,No,7,26,28,f,14
3,Yes,4,25,42,f,21
7,Yes,9,29,49,f,8
9,No,9,25,47,m,5
9,Yes,4,28,33,f,2
9,No,7,24,38,m,3
2,Yes,9,24,40,m,22
3,No,7,21,22,m,21
7,No,5,25,39,m,7
5,Yes,8,25,51,m,12
2,Yes,9,25,36,f,24
3,No,4,23,22,f,19
6,No,6,26,31,m,10
7,Yes,6,28,47,f,7
9,No,5,20,49,f,6
1,No,6,22,35,f,25
7,Yes,5,29,38,f,8
8,Yes,8,28,30,m,6
3,No,5,24,51,f,20
4,Yes,7,25,55,f,15
6,Yes,7,27,33,f,10
7,No,7,28,41,m,11
4,Yes,9,27,47,m,14
8,Yes,7,22,28,m,6
5,No,7,29,22,m,17
1,Yes,7,20,41,f,25
4,No,7,24,41,m,16
3,Yes,9,26,21,m,18
9,Yes,7,21,39,m,5
8,No,7,20,50,f,4
1,Yes,8,23,54,f,23
6,Yes,9,22,26,f,9
9,Yes,7,23,40,f,0
7,Yes,5,20,27,m,8
4,Yes,8,21,20,m,16
1,Yes,9,20,41,m,27
2,No,6,22,52,f,25
5,Yes,4,23,48,f,17
5,Yes,9,20,48,f,11
8,No,8,25,46,f,5
6,No,7,21,35,m,14
8,No,8,29,49,m,4
2,Yes,4,24,34,f,21
3,No,4,27,18,m,20
6,No,9,23,50,m,8
3,Yes,7,24,45,f,22
6,No,7,28,54,m,12
6,Yes,5,21,53,m,14
2,Yes,4,21,47,m,21
7,Yes,7,25,34,m,8
2,Yes,4,25,52,f,25
6,Yes,5,22,33,m,16
1,No,6,28,41,m,23
3,Yes,4,20,21,f,19
2,No,5,22,50,m,29
7,Yes,5,27,52,f,8
4,No,5,27,39,f,16
8,Yes,8,23,48,m,4
6,Yes,9,27,52,f,10
4,Yes,7,29,54,f,17
5,No,4,27,22,f,13
9,No,9,20,47,m,1
7,No,8,22,40,f,8
9,Yes,4,20,31,f,2
7,Yes,9,21,20,f,3
1,No,8,23,21,m,26
8,Yes,7,22,33,m,6
4,No,5,25,46,f,19
3,Yes,9,24,45,m,21
7,No,9,24,46,f,5
3,No,4,29,25,f,17
8,Yes,5,26,25,m,4
6,No,7,26,55,m,8
5,Yes,4,28,20,m,14
4,Yes,6,27,25,f,16
8,Yes,6,22,51,f,5
8,No,6,21,38,m,8
1,No,7,20,48,m,29
